x,y,t
0.4833002897666616,0.8133333333333332,1779053983.7363265
0.45516565336638354,0.7743333333333333,1779053984.0780728
0.39791557361494306,0.7765722222222222,1779053984.3967822
0.37550462798041995,0.767038373015873,1779053984.7159784
0.3426108303194627,0.7474107989766081,1779053985.031312
0.40731197646890194,0.7538452416301169,1779053985.3444777
0.42453518138124746,0.8367625012372075,1779053985.6608307
0.42785643916649674,0.8209918754330227,1779053985.9719388
0.4305370913706116,0.8924662040206055,1779053986.2861001
0.4216911167759523,0.9203840047405453,1779053986.6023824
0.4184252242049167,0.9179677349925242,1779053986.9131854
0.4149841820070743,0.9417432527019289,1779053987.2276387
