x,y,t
0.26608187134502925,1.0,1778267956.7482953
0.24897660818713452,1.0,1778267956.8869212
0.2581944444444444,1.0,1778267957.0242326
0.26911805555555557,1.0,1778267957.3023155
0.26524395102339177,1.0,1778267957.449444
0.28099327759502923,1.0,1778267957.5985692
0.23518975242141812,1.0,1778267957.7533026
0.21915851861065425,1.0,1778267957.9048567
0.22295548151372896,1.0,1778267958.0512266
0.22599494484559457,1.0,1778267958.200326
0.284361388590695,0.9458333333333334,1778267958.3473282
0.31077648600674324,0.9810416666666667,1778267958.4964054
0.29692966483920225,0.9933645833333333,1778267958.6332364
0.31517538269372075,0.9976776041666666,1778267958.7802937
0.3446534892059602,0.9991871614583333,1778267958.931485
0.33786556332734924,0.9997155065104166,1778267959.0697167
0.3457529471645723,0.9999004272786458,1778267959.2164886
0.3373951104549687,0.999965149547526,1778267959.3531742
0.34558828865923913,0.9999878023416341,1778267959.488079
0.2997059010307337,0.9999957308195719,1778267959.6244037
0.29989706536075683,0.9999985057868501,1778267959.7598894
0.2999639728762649,0.9999994770253975,1778267959.8950057
0.2837373905066927,0.9999998169588891,1778267960.0373921
0.2823344024668162,0.9535713645070398,1778267960.1741142
0.31006704086338566,0.983749977577464,1778267960.308856
0.287273464302185,0.9943124921521124,1778267960.4411712
0.27929571250576474,0.9980093722532393,1778267960.594338
0.2765034993770177,0.9993032802886337,1778267960.7298918
0.303383367639099,0.9997561481010218,1778267960.8735015
0.28493417867368465,0.9999146518353577,1778267961.0193803
0.29472696253578967,0.9999701281423752,1778267961.154401
0.3082139606970502,0.9999895448498313,1778267961.2886863
0.33537488624396755,0.9535677692688695,1778267961.421936
0.31238121018538867,0.937320147815533,1778267961.5564022
0.336833423564886,0.9780620517354366,1778267961.6947315
0.34539169824771015,0.9923217181074029,1778267961.8314073
0.3483870943866986,0.8580268870518767,1778267961.9658873
0.30068548303534454,0.9503094104681569,1778267962.102168
0.2677399190623706,0.9826082936638549,1778267962.2426417
0.2399589716718297,0.9010557599252064,1778267962.3796294
0.2464856400851404,0.9653695159738223,1778267962.525611
0.23251997402979913,0.9878793305908378,1778267962.6601243
0.22763199091042968,0.9957577657067932,1778267962.809038
0.22592119681865036,0.9985152179973776,1778267962.9433467
0.2903224188865276,0.9994803262990821,1778267963.076067
0.34536284661028466,0.9533895427761074,1778267963.210605
0.3375436629802662,0.9836863399716376,1778267963.3496177
0.3293902820430931,0.9478616475615018,1778267963.4861312
0.32653659871508256,0.9411265766465255,1778267963.6256144
0.34178780955027893,0.8865371589691411,1778267963.7676
0.31462573334259764,0.9602880056391994,1778267963.9039257
0.2687499590508616,0.9861008019737199,1778267964.044907
0.2403124856678016,0.9487067092622306,1778267964.1833384
0.22726413188849245,0.9820473482417806,1778267964.3173394
0.22269720806573423,0.9937165718846233,1778267964.455232
0.22419402282300696,0.9978008001596181,1778267964.5951223
0.24096790798805245,0.952801708627295,1778267964.7294738
0.20718102970058028,0.9834805980195532,1778267965.5801513
0.2525258917235239,0.9942182093068437,1778267966.129801
0.26713406210323337,0.9438097065907287,1778267966.276828
0.2838540645932746,0.9803333973067551,1778267966.4133542
0.2669805015550145,0.9931166890573643,1778267966.6900246
0.32094317554425505,0.9511622697415061,1778267966.8230386
0.3189372542976321,0.9364782229809557,1778267966.962398
0.22228280090893315,0.9777673780433345,1778267967.3727772
0.17297755174669804,0.8529328680294528,1778267967.5126235
0.1777131957429233,0.9098360276198323,1778267967.6512108
0.23708057089097556,0.9684426096669413,1778267967.7837152
0.24547819981184144,0.9889549133834294,1778267967.9169188
0.2925245127912873,0.9961342196842002,1778267968.0543213
0.27628708824888043,0.9986469768894701,1778267968.187816
0.2634767966765818,0.9995264419113146,1778267968.3222482
0.2760984577841721,0.99983425466896,1778267968.4570599
0.23005551285603915,0.999941989134136,1778267968.5978856
0.2229003818805661,0.9535511247683762,1778267968.7360623
0.20491989556296003,0.8908857508117889,1778267968.8704624
0.28297196344703596,0.961810012784126,1778267969.0063958
0.2893973300636055,0.8647585044744441,1778267969.273946
0.33807477980797623,0.9526654765660554,1778267969.4072442
0.3517352638418826,0.9834329167981194,1778267969.541455
0.3181073423446589,0.9535765208793417,1778267969.6765425
0.31794471267777347,0.9431267823077696,1778267969.811389
0.2544354113419826,0.9800943738077194,1778267970.211303
0.19970715587445587,0.9930330308327018,1778267970.352251
0.19757607598463095,0.9105079893628742,1778267970.4893217
0.19605638849938273,0.8758206534198631,1778267970.628873
0.19552449787954584,0.9159122286969521,1778267970.8992283
0.1628383361626029,0.9299442800439333,1778267971.037503
0.16532675099024438,0.8884269265868052,1778267971.1832013
0.16929293427515701,0.8796994243053817,1778267971.3160186
0.18306205080582877,0.9114662270783123,1778267971.4505825
0.17240505111537346,0.9225846080488379,1778267971.5853891
0.18724652979514259,0.9729046128170933,1778267971.7187505
0.19244104733306178,0.9092666144859827,1778267971.8625178
0.16253293799514307,0.9276183150700938,1778267972.0011187
0.15206509972687154,0.88180926741739,1778267972.134926
0.1615561182377384,0.9586332435960865,1778267972.2712376
0.1679732128117799,0.9448966352586303,1778267972.405962
0.15474300543650388,0.8588388223405207,1778267972.5550845
0.16558862333134783,0.8577364449620394,1778267972.6963449
0.15313458959454318,0.816725612879571,1778267972.8496683
0.11782329683428064,0.8546039645078498,1778267972.9863698
0.11861910627295061,0.8678613875777474,1778267973.1205227
0.1684214491002946,0.9131264856522117,1778267973.2586124
0.18430465004224597,0.8825406985497026,1778267973.3916433
0.16200662751478612,0.958889244492396,1778267973.5314066
0.16503565296350853,0.9856112355723385,1778267973.6674592
0.19704819282294228,0.9543389324503184,1778267973.8004994
0.1927763912975536,0.9433936263576115,1778267973.934303
0.19128126076366758,0.898937769225164,1778267974.0688274
0.1458770126958551,0.8833782192288073,1778267974.2059882
0.16248552587212076,0.8315038053015111,1778267974.346135
0.1520485054838137,0.941026331855529,1778267974.478772
0.17702650072885862,0.9793592161494351,1778267974.7500494
0.18576879906462432,0.9521507256523023,1778267974.8850222
0.17876907967261854,0.9020027539783058,1778267975.0178869
0.18947393979017835,0.884450963892407,1778267975.160146
0.17697064083132436,0.9595578373623425,1778267975.3028681
0.18574924810048732,0.9858452430768199,1778267975.4372394
0.18882176064469436,0.9137958350768869,1778267975.572128
0.1744209495589764,0.8479535422769104,1778267975.7049463
0.17479733234564176,0.9061587397969186,1778267975.8425364
0.2004647806066889,0.9671555589289216,1778267975.9796233
0.26129362559329355,0.9885044456251226,1778267976.1170967
0.28258372133860515,0.995976555968793,1778267976.2560236
0.2776543024685118,0.9985917945890775,1778267976.3944829
0.24461008355821476,0.9995071281061771,1778267976.5372765
0.24347067210251805,0.9998274948371619,1778267976.6796458
0.2314647352358813,0.9999396231930067,1778267976.8149524
0.22029837161827273,0.8258717252604095,1778267976.9471133
0.23960443006639545,0.9390551038411433,1778267977.0911882
0.23011155052323848,0.9786692863444002,1778267977.3635979
0.2806706216305019,0.9925342502205401,1778267977.500575
0.3048418604278185,0.8890536542438557,1778267978.1812272
0.3053057622608476,0.9611687789853496,1778267979.1588917
0.18213275208541424,0.9864090726448724,1778267979.305518
