x,y,t
0.40694444444444444,0.8214285714285714,1779054676.167117
0.3890972222222222,0.7424999999999999,1779054676.4988647
0.44233102843697353,0.8153488562091503,1779054676.8118825
0.6454814443685252,0.9353720996732027,1779054679.0253892
0.5318008584701603,0.9773802348856209,1779054679.980638
0.4443184537746607,0.9920830822099673,1779054681.570737
0.39745590326557567,0.9701457454401552,1779054681.8932488
0.49882547523386056,0.7866722230252665,1779054769.4450972
0.48466048733313305,0.7200721201641065,1779054769.7598875
0.4838827379647157,0.7460969332339078,1779054770.0710387
0.5023233851651209,0.7611339266318677,1779054770.382161
0.4061742437050354,0.7642038918650134,1779054770.6929464
0.3542932503051336,0.8349713621527546,1779054771.0032837
