x,y,t
0.37968749999999996,0.7,1778674865.1388004
0.35976814516129035,0.6411904761904762,1778674865.502998
0.37876400006018296,0.6290609354413702,1778674865.8547049
0.46006355977528823,0.6661435496267017,1778674866.1989226
0.49060893946973794,0.6881502423693455,1778674866.5665896
0.49390062881440827,0.6914207666474528,1778674866.927313
0.49786522008504286,0.7380498999055558,1778674867.2904947
0.49925282702976503,0.7310447376942173,1778674867.6537297
0.5048166144604178,0.6891989915263094,1778674868.021473
0.5066001295772753,0.685386313700875,1778674868.3686643
0.5151262655901415,0.68869473360483,1778674868.7293909
0.47755981795654956,0.8073310355495693,1778674869.0985796
0.5131136782202762,0.7762563386328254,1778674869.4832604
0.44281856536217135,0.921689718521489,1778674870.2179954
0.4254038045843892,0.7754406661884036,1778674870.55919
0.43468154676847065,0.8298133240750323,1778674870.90338
0.4276609294286662,0.6866251396167375,1778674871.622813
0.3724635833645493,0.8903187988658582,1778674871.9859872
0.46817475417759224,0.8803615796030504,1778674872.6879108
0.5015955389621574,0.8931265528610677,1778674873.064608
0.4611644992428157,0.9035033844104646,1778674873.44636
0.3996651504925613,0.8800519421194202,1778674873.776523
