x,y,t
0.35097402597402594,0.8784722222222222,1778951153.018384
0.35677759740259735,0.8108966503267974,1778951153.33591
0.38142518939393943,0.6135239725419153,1778951153.651006
0.3150082502501429,0.5682421623194949,1778951153.9667132
0.25328121002763715,0.6275752330022993,1778951154.6076784
0.3467366588037906,0.7651058770053503,1778951155.2469273
0.37265268814699454,0.7809449516887147,1778951155.5596616
0.40730078127698,0.7670212092815263,1778951155.873148
0.3658739868972354,0.8029968969327448,1778951156.191161
0.34794225905039605,0.6634018551029313,1778951156.5063314
0.6416293277046756,0.882190649286026,1778951156.8199635
0.4439134019515384,0.8816833939167756,1778951157.135936
0.4120868624002102,0.597712564494248,1778951157.7639039
0.44843494729461897,0.6605882864618757,1778951158.0789247
0.4862005975661885,0.765134471690228,1778951158.3899674
0.4832667685266343,0.8075292079487226,1778951159.0159736
0.4693748504658035,0.545730460877291,1778951159.3271658
0.4895826818930869,0.7597556613070519,1778951159.9576945
0.4933800824534301,0.8388311481241348,1778951160.2688563
0.5447306479063196,0.9435909018434472,1778951160.580047
0.4916384311697276,0.9777946944330852,1778951160.8931847
0.44512413317061317,0.9922281430515798,1778951161.2054653
0.5200255894668574,0.8835298500680528,1778951161.5187893
0.5465791317519966,0.8646899929783639,1778951161.8316612
0.5931419818274846,0.8804192753202051,1778951162.1438963
0.47792202068364475,0.9581467463620719,1778951163.4377239
0.4396817981483666,0.9853513612267252,1778951163.7787943
0.43002641968463384,0.9357820673384447,1778951164.1027055
0.3438128183181932,0.6197506143247581,1778951201.304486
0.4656136325525827,0.6028502150136653,1778951201.6187267
0.5102529069866243,0.739122575254783,1778951201.9476357
0.34229541399704266,0.8107149601627035,1778951202.919225
0.3013373303122107,0.7550952652967122,1778951203.9186194
0.27895944491961855,0.7536951075597316,1778951205.2850397
0.2720992930542063,0.7404599543125727,1778951205.6358151
0.38347880018801983,0.735827650676067,1778951206.030888
0.4437413895896165,0.9075396777366235,1778951206.360756
0.42469790535441393,0.915853172922104,1778951209.0487025
0.39739998385010084,0.7654890867132126,1778951209.3648856
0.3443486150371905,0.7193100692385133,1778951209.6779249
0.3474171986237173,0.7031474131223685,1778951209.9896069
0.380048400470682,0.7408238168150512,1778951210.3095365
