x,y,t
0.5306122448979592,0.7512820512820513,1778950168.3670304
0.48727166276346606,0.8010042735042735,1778950175.254546
0.5101863500428527,0.7965279663147311,1778950176.4980273
0.49419552211929474,0.8140789058572147,1778950176.811733
0.5146898339459131,0.8202217346970839,1778950177.1289134
0.530480424931917,0.8152026071439794,1778950177.4414287
0.5561574871624749,0.7253062926173518,1778950177.7555985
0.5882924624492929,0.7396466761002837,1778950178.0744731
0.6001646569392197,0.7138763366350993,1778950178.3882537
0.6131109086172515,0.73650145466439,1778950178.7064354
0.565805315544011,0.6683018249220102,1778950179.0229764
0.5765427563241811,0.729958270301651,1778950179.3389487
0.5476785933889773,0.6422544004535311,1778950179.6528285
0.6230928749177805,0.748400151269847,1778950179.9676828
0.5958950062212233,0.7207635823562112,1778950180.2858863
0.5935542916039515,0.7467315395389595,1778950180.6022716
0.5706606687280497,0.654967149949747,1778950180.9134684
0.5606057300225593,0.6986829469268558,1778950181.2247887
0.5245974221745624,0.7415978549538114,1778950181.5361483
0.5353429687288388,0.7042960913390972,1778950181.8483577
0.5575928383989973,0.693378631968684,1778950182.160961
0.5624752017729824,0.7178287200194488,1778950182.473587
0.5734536222078455,0.7199242625331228,1778950182.7860513
0.5669453269125309,0.7322512696643708,1778950183.0940218
0.5896214056987734,0.7214840228139023,1778950183.4034102
0.5574024382311298,0.6883148625303204,1778950183.711996
0.5611858224419661,0.6808955820025712,1778950184.0249581
0.5249999181344837,0.7258134537009,1778950184.631876
0.5177232241512109,0.6987715509005781,1778950184.9447975
0.5192357099065579,0.7189266604622612,1778950185.2555294
