x,y,t
0.36363636363636365,0.6875,1778951513.2771308
0.4216123499142367,0.7126488095238095,1778951513.5898314
0.3811427538425319,0.7369270833333333,1778951513.9048262
0.3848150581845088,0.7779244791666666,1778951514.2189546
0.44018527036457805,0.7976902343749999,1778951514.5313163
0.4683870136866135,0.7815874153645833,1778951514.8470266
0.48622319063937125,0.7672460715680803,1778951515.158313
0.4496592487992517,0.7792504107631137,1778951515.4718003
0.4049339285690998,0.8390255225549685,1778951516.0998101
0.5221234212096103,0.7577929198223435,1778951516.4110117
0.5127994701807288,0.8152275219378202,1778951516.725642
0.48345708729052783,0.80068677553538,1778951517.0382798
0.3918951657368699,0.8346521361432654,1778951517.3508134
0.400405938393392,0.8475827931046883,1778951517.978865
0.4168563641519729,0.9216539775866409,1778951518.2904766
0.48880143165282536,0.8225788921553243,1778951518.602232
0.4662335623029787,0.9379026122543634,1778951519.2266219
0.4154553317117029,0.9782659142890272,1778951519.536522
0.37355701102663225,0.9008021609102504,1778951520.1631844
0.4177130389657042,0.9111140896519211,1778951520.4716156
